EnergyDepositedInSi, SourceZ, SiAngleOffAxis, AbsorberThickness
87.6162,0,0,0
83.8877,0,0,0
83.5937,0,0,0
96.7479,0,0,0
116.336,0,0,0
94.603,0,0,0
66.2981,0,0,0
75.3555,0,0,0
202.095,0,0,0
99.8356,0,0,0
75.2497,0,0,0
159.712,0,0,0
77.9426,0,0,0
110.376,0,0,0
89.3204,0,0,0
78.5657,0,0,0
76.3895,0,0,0
243.176,0,0,0
160.778,0,0,0
162.505,0,0,0
123.961,0,0,0
105.886,0,0,0
89.8143,0,0,0
81.9836,0,0,0
92.2263,0,0,0
73.5793,0,0,0
86.0781,0,0,0
100.098,0,0,0
86.1973,0,0,0
87.9999,0,0,0
215.991,0,0,0
161.566,0,0,0
88.4728,0,0,0
77.6455,0,0,0
77.8803,0,0,0
95.2003,0,0,0
92.4308,0,0,0
111.638,0,0,0
88.1337,0,0,0
94.7693,0,0,0
79.4375,0,0,0
99.7483,0,0,0
74.2755,0,0,0
74.703,0,0,0
62.4946,0,0,0
314.371,0,0,0
79.6455,0,0,0
550.071,0,0,0
77.1227,0,0,0
82.2279,0,0,0
130.25,0,0,0
80.6698,0,0,0
75.4149,0,0,0
84.5843,0,0,0
248.098,0,0,0
138.308,0,0,0
91.3594,0,0,0
126.101,0,0,0
105.665,0,0,0
102.917,0,0,0
119.409,0,0,0
85.2932,0,0,0
82.9465,0,0,0
79.1117,0,0,0
74.5708,0,0,0
74.7753,0,0,0
93.9769,0,0,0
94.8132,0,0,0
113.283,0,0,0
100.209,0,0,0
77.3932,0,0,0
125.84,0,0,0
135.02,0,0,0
95.0192,0,0,0
104.78,0,0,0
102.808,0,0,0
67.6036,0,0,0
125.671,0,0,0
98.506,0,0,0
226.467,0,0,0
60.1941,0,0,0
378.66,0,0,0
95.3444,0,0,0
164.487,0,0,0
103.334,0,0,0
71.5048,0,0,0
75.0799,0,0,0
75.6762,0,0,0
90.6631,0,0,0
84.2991,0,0,0
70.0479,0,0,0
94.0412,0,0,0
82.3194,0,0,0
96.8129,0,0,0
105.633,0,0,0
78.384,0,0,0
86.3928,0,0,0
68.1188,0,0,0
81.4391,0,0,0
88.1499,0,0,0
83.982,0,0,0
95.4128,0,0,0
88.3534,0,0,0
100.551,0,0,0
130.86,0,0,0
71.191,0,0,0
100.004,0,0,0
96.8651,0,0,0
99.8428,0,0,0
92.6639,0,0,0
96.6413,0,0,0
107.855,0,0,0
88.5245,0,0,0
111.419,0,0,0
152.623,0,0,0
111.365,0,0,0
155.54,0,0,0
141.227,0,0,0
81.6638,0,0,0
78.5627,0,0,0
88.6246,0,0,0
89.0489,0,0,0
92.2047,0,0,0
87.0302,0,0,0
270.427,0,0,0
95.189,0,0,0
107.469,0,0,0
380.147,0,0,0
96.7249,0,0,0
103.968,0,0,0
91.063,0,0,0
104.308,0,0,0
69.162,0,0,0
103.942,0,0,0
109.01,0,0,0
119.737,0,0,0
82.5866,0,0,0
281.435,0,0,0
280.723,0,0,0
100.513,0,0,0
139.921,0,0,0
71.3267,0,0,0
102.399,0,0,0
116.185,0,0,0
164.064,0,0,0
92.294,0,0,0
118.959,0,0,0
116.591,0,0,0
111.046,0,0,0
177.494,0,0,0
87.8864,0,0,0
111.633,0,0,0
120.026,0,0,0
110.738,0,0,0
93.1438,0,0,0
152.918,0,0,0
160.033,0,0,0
76.8162,0,0,0
73.958,0,0,0
121.809,0,0,0
106.9,0,0,0
135.373,0,0,0
196.842,0,0,0
81.5922,0,0,0
150.497,0,0,0
170.423,0,0,0
89.3258,0,0,0
109.417,0,0,0
83.6175,0,0,0
76.091,0,0,0
79.7776,0,0,0
77.9133,0,0,0
126.792,0,0,0
96.4808,0,0,0
81.4041,0,0,0
83.5909,0,0,0
82.1862,0,0,0
66.6276,0,0,0
143.624,0,0,0
106.822,0,0,0
79.4764,0,0,0
129.748,0,0,0
63.8178,0,0,0
126.064,0,0,0
122.476,0,0,0
136.565,0,0,0
103.316,0,0,0
80.4206,0,0,0
206.427,0,0,0
80.1919,0,0,0
86.9848,0,0,0
106.35,0,0,0
95.402,0,0,0
72.0232,0,0,0
98.003,0,0,0
90.5185,0,0,0
245.71,0,0,0
88.3123,0,0,0
109.943,0,0,0
299.77,0,0,0
61.7889,0,0,0
72.0818,0,0,0
89.1797,0,0,0
