EnergyDepositedInSi, SourceZ, SiAngleOffAxis, AbsorberThickness
297.538,0,0,0
298.533,0,0,0
298.267,0,0,0
296.724,0,0,0
298.245,0,0,0
298.7,0,0,0
299.327,0,0,0
295.677,0,0,0
298.065,0,0,0
42.08,0,0,0
298.154,0,0,0
297.395,0,0,0
298.735,0,0,0
299.203,0,0,0
298.774,0,0,0
210.766,0,0,0
297.504,0,0,0
298.858,0,0,0
259.202,0,0,0
299.262,0,0,0
297.242,0,0,0
297.964,0,0,0
297.087,0,0,0
298.375,0,0,0
298.412,0,0,0
296.77,0,0,0
298.475,0,0,0
298.643,0,0,0
297.822,0,0,0
298.134,0,0,0
189.235,0,0,0
299.056,0,0,0
295.497,0,0,0
299.004,0,0,0
299.511,0,0,0
298.621,0,0,0
296.314,0,0,0
200.761,0,0,0
53.0487,0,0,0
298.832,0,0,0
295.959,0,0,0
298.72,0,0,0
299.016,0,0,0
160.813,0,0,0
185.383,0,0,0
296.885,0,0,0
298.061,0,0,0
298.878,0,0,0
298.131,0,0,0
30.467,0,0,0
295.571,0,0,0
299.007,0,0,0
150.925,0,0,0
171.244,0,0,0
298.526,0,0,0
97.194,0,0,0
298.288,0,0,0
298.343,0,0,0
298.432,0,0,0
28.1662,0,0,0
299.033,0,0,0
299.021,0,0,0
297.7,0,0,0
211.843,0,0,0
298.502,0,0,0
296.054,0,0,0
295.504,0,0,0
299.134,0,0,0
52.2786,0,0,0
296.195,0,0,0
130.035,0,0,0
299.079,0,0,0
298.482,0,0,0
298.322,0,0,0
298.333,0,0,0
298.904,0,0,0
299.019,0,0,0
165.02,0,0,0
297.358,0,0,0
185.049,0,0,0
298.835,0,0,0
27.3178,0,0,0
298.562,0,0,0
223.223,0,0,0
139.991,0,0,0
299.207,0,0,0
166.395,0,0,0
298.24,0,0,0
138.057,0,0,0
298.794,0,0,0
297.643,0,0,0
298.669,0,0,0
298.858,0,0,0
297.939,0,0,0
138.453,0,0,0
62.3216,0,0,0
297.778,0,0,0
296.014,0,0,0
239.774,0,0,0
298.517,0,0,0
298.539,0,0,0
298.326,0,0,0
298.809,0,0,0
298.222,0,0,0
298.838,0,0,0
297.659,0,0,0
299.238,0,0,0
296.951,0,0,0
141.857,0,0,0
